index,title,language
732,of unaccompanied children identified timely during/after the conflict and reunified with biological families,Language.ENGLISH
733,Service mapping & referral pathway developed and/or updated,Language.ENGLISH
734,Total # Of Children Screened For Malnutrition.,Language.ENGLISH
735,Number of Rohingya boys and girls aged 6-59 months screened for acute malnutrition by MUAC and Odema,Language.ENGLISH
736,Number of Rohingya boys and girls aged 6-59 months followed up on a monthly basis through home visits,Language.ENGLISH
737,Number of children reached with deworming tablet,Language.ENGLISH
738,"Number of mothers, fathers and other caregivers reached with cooking demonstrations sessions",Language.ENGLISH
739,Number of Rohingya boys and girls aged 6-59 months screened for malnutrition by MUAC and oedema,Language.ENGLISH
740,Number of boys and girls aged 0-6 months screened for malnutrition vulnerability on monthly basis,Language.ENGLISH
741,Number of Rohingya boys and girls aged 6-59 months with SAM with medical complications referred to stabilization centres for treatment,Language.ENGLISH
742,Number of boys and girls aged 6-59 months followed up on a monthly basis through home visits,Language.ENGLISH
743,Number of Nutrition volunteers trained on integrated CMAM service delivery including cross cutting themes,Language.ENGLISH
744,Number of boys and girls aged 0-6 months at risk of malnutrition and newly admitted for treatment in CMAM-I,Language.ENGLISH
745,children in learning centers who received hygiene promotion message  for the first time,Language.ENGLISH
746,# of people (M/F) providing feedback through social media platforms,Language.ENGLISH
747,# of people (M/F) reached with health and safety messages through social media pages,Language.ENGLISH
748,of community-trained HP volunteers and currently engaged as mobilizers,Language.ENGLISH
749,of children in learning centres who received hygiene promotion message for the first time,Language.ENGLISH
750,of people with access to functional latrines,Language.ENGLISH
751,"of population disaggregrated by gender, age and disabilitywho have access to safe water from a piped network",Language.ENGLISH
752,# of ETU staff (M/F) trained in handling and utilisation of supplies,Language.ENGLISH
753,Number of people (disaggregated by sex) reached through radio campaigns,Language.ENGLISH
754,"% of people (men, women, girls and boys) reached with key messages on disease outbreaks (COVID-19, Pnuemonia) through: (i) radio/TV messages; (ii) comic books (iii) cartoons (iv) drama.",Language.ENGLISH
755,Number of people accessing safe water within recommended standards at the ETU,Language.ENGLISH
756,Number of people reached by hygiene promotion activities.,Language.ENGLISH
757,Number of referrals made to multi-sectoral services for children receiving child protection case management,Language.ENGLISH
758,Number of home visits conducted for child protection cases,Language.ENGLISH
759,Number of child protection cases closed,Language.ENGLISH
760,Number of CPIMS+ users supported by IMC,Language.ENGLISH
761,Number of individual child protection counselling sessions provided to children by the CP Counsellor,Language.ENGLISH
762,"Number of Best Interest Assessment (BIAs) conducted for girls and boys at risk (including unaccompanied , separated children and 2% children with disability)",Language.ENGLISH
763,Number of group child protection counselling sessions provided to children by the CP Counsellor,Language.ENGLISH
764,Number of community members who benefit from sessions on child protection issues,Language.ENGLISH
765,Percentage of targeted children involved in child protection counselling who report a perceived in increase in daily functioning,Language.ENGLISH
766,"of people (disaggregated by gender, disability & age) reached with key health and hygiene messages on COVID-19 and diarrheal diseases",Language.ENGLISH
767,# of people capacitated to conduct sensitization awareness meetings on COVID-19 (M/F),Language.ENGLISH
768,# of people (M/F) reached  with messages on COVID-19 through various SBCC interventions (M/F),Language.ENGLISH
769,# of school going children receiving messages on COVID-19 (M/F),Language.ENGLISH
770,#Number of people received essential hygiene items and critical WASH-related information,Language.ENGLISH
771,"Number of children provided access to recreational supplies, as a result of UNICEF emergency programme",Language.ENGLISH
772,Strategy for capacity building of SDECs and SDGs is available,Language.ENGLISH
773,of people reached with safe water,Language.ENGLISH
774,"of people (disaggregated by gender, disability & age) receiving critical COVID-19 related messages and other hygiene messages",Language.ENGLISH
775,Number of children and caregivers accessing mine/explosive weapons risk education,Language.ENGLISH
776,"of people (disaggregated by gender, disability & age) and households with improved access to safe drinking water",Language.ENGLISH
777,Number of children and women received primary healthcare in UNICEF supported facilities,Language.ENGLISH
778,# of affected children and their families reached through child care and child protection services,Language.ENGLISH
